date,value,medicine,medicine_id,is_holiday,competitor_price
2/11/2021,103.9857326,Juicy S sprinkle(green) 125ml,56,0,123.7942275
2/12/2021,107.476904,Vicks formula 44 100ml,68,0,8.597130279
2/13/2021,111.1692372,Goutsaph 500mcg,2,0,227.3301005
2/14/2021,109.9319707,Colgate regular 25ml,183,0,64.6949954
2/15/2021,108.8941576,Formet 500mg,77,0,165.6305711
2/16/2021,105.2217105,Midol 200mg,125,0,77.92776902
2/17/2021,105.6978824,Uni kojic acid 135g,51,0,130.0170053
2/18/2021,105.380083,Disudrin 60ml,66,0,136.6775698
2/19/2021,105.2174707,Stresstab,63,0,46.21361388
2/20/2021,113.4402101,Uni kojic acid 45g,192,0,242.3961569
2/21/2021,113.1244465,Palmolive green 15ml,89,0,193.7832058
2/22/2021,109.970353,Nestogen 1-3 135g,206,0,234.8747354
2/23/2021,108.3412067,Uni kojic w/papaya 65g,101,0,223.7068376
2/24/2021,106.6047832,Safeguard 85g pink,202,0,149.4749947
2/25/2021,107.4986028,Eskinol Calamansi 225ml,108,0,230.4685588
2/26/2021,107.9921364,Advil 200mg,207,0,22.12312551
2/27/2021,113.0842414,Formet 500mg,77,0,48.9957156
2/28/2021,115.4511494,J&J strong&healthy 100ml,147,0,11.30682223
3/1/2021,114.1524754,Hydrite apple,13,0,81.33258269
3/2/2021,107.0196644,Cefalin 125mg 60ml,100,0,97.16932242
3/3/2021,105.0143946,Bench B20 100ml,177,0,67.83725794
3/4/2021,104.2488748,Uni kojic gluta 90g,46,0,207.1843773
3/5/2021,108.0860435,Eskinol Calamansi 225ml,108,0,89.18833167
3/6/2021,116.1178007,Sunsilk smooth&mgn 15ml,67,0,70.23362742
3/7/2021,118.273203,Uni kojic w/milk 90g,190,0,135.6740208
3/8/2021,112.8113078,Medicol 400mg,141,0,35.23105624
3/9/2021,110.7206947,Bearbrand 135g,73,0,200.5492452
3/10/2021,106.8261097,Creamsilk black 11ml,59,0,18.63766092
3/11/2021,105.8697807,Juicy sweet delight (red)125ml,112,0,246.7217342
3/12/2021,111.8809209,Dalacin c 300mg,74,0,193.0611923
3/13/2021,118.229545,Betadine wound sol 15ml,146,0,49.67892038
3/14/2021,116.1307018,Ph care cool 5ml,121,0,1.380529281
3/15/2021,116.7070181,Juicy angle bliss(Pink) 125ml,82,0,203.8653571
3/16/2021,104.0771829,bench eight 75ml,20,0,176.714336
3/17/2021,108.3302033,H&S apple 12ml,70,0,182.251792
3/18/2021,107.8980727,Nestogen 2 135g,123,0,192.8175867
3/19/2021,111.1043576,Uni kojic w/papaya 65g,101,0,18.51116293
3/20/2021,115.8614132,Eskinol calamansi 75ml,61,0,89.61643214
3/21/2021,112.7317113,Palmolive damage 15ml,172,0,28.96726488
3/22/2021,113.6228623,Imodium,39,0,215.7758565
3/23/2021,110.4952639,Plemex forte,104,0,155.8245317
3/24/2021,110.0863587,Master oil control clear 135ml,81,0,82.72450621
3/25/2021,107.1113394,Mydoxy 100mg,116,0,15.88958757
3/26/2021,110.4889437,Safeguard 85g pink,202,0,77.74558043
3/27/2021,115.0575278,Centrum advance,94,0,81.29583051
3/28/2021,118.9003357,Serc 24mg,23,1,182.4015446
3/29/2021,115.0618691,Mucosolvan 30mg,24,1,159.3893678
3/30/2021,109.0431101,Aspilet 80mg,157,1,221.8031856
3/31/2021,108.4580869,Juicy sweet delight (red)125ml,112,0,118.0537313
4/1/2021,108.6223707,UHP Glydolax 2.5G 12's,195,0,29.89856148
4/2/2021,114.302882,Clovimed 312.5,173,0,178.3111968
4/3/2021,114.8958989,Glucophage 500mg,85,0,190.1962622
4/4/2021,116.6324557,Midol 200mg,125,0,140.3192994
4/5/2021,113.8176737,young wet fantasy 25ml,145,0,192.741795
4/6/2021,107.3523937,young wet fantasy 25ml,145,0,123.4488991
4/7/2021,108.1798573,Eye mo red,150,0,130.6832073
4/8/2021,109.08567,J&J strong&healthy 100ml,147,0,106.8852546
4/9/2021,112.4904557,Bigen C dark brown,95,1,6.354781686
4/10/2021,115.9247806,RDL avocado 75ml,71,1,26.97285675
4/11/2021,114.5303274,Norvatrol 10mg,166,0,7.857296422
4/12/2021,113.8132595,Ponstan sf 500mg,38,0,159.1026028
4/13/2021,109.6260642,Myra 400,137,0,78.58899527
4/14/2021,105.9945858,Ventolin rotacap,188,0,127.1426728
4/15/2021,108.2320162,Micropills,164,0,226.8916185
4/16/2021,113.2589197,Mucosolvan 30mg,24,0,62.32305729
4/17/2021,120.1165396,Centrum silver,84,0,102.5957308
4/18/2021,117.6401298,Clovimed 312.5,173,0,188.8877846
4/19/2021,115.0793233,Disudrin 60ml,66,0,57.19954137
4/20/2021,110.0521216,young wet fantasy 50ml,203,0,19.24497746
4/21/2021,103.6310525,Nestogen 1 135g,19,0,72.43786323
4/22/2021,108.3510415,Head&shoulder cool trio 12ml,210,0,40.30532181
4/23/2021,112.4008857,Himox 250mg 60ml,199,0,232.4244131
4/24/2021,121.0804893,Formet 500mg,77,0,202.0300949
4/25/2021,116.6964297,Ascof 300mg 60ml,214,0,158.3509391
4/26/2021,114.937951,Juicy S sprinkle(green) 125ml,56,0,217.8651475
4/27/2021,109.882802,Immupro,28,0,200.9180192
4/28/2021,104.8631568,Safeguard 85g lemon,144,0,46.64251472
4/29/2021,110.4024721,Moticon 25mg,126,0,223.1397496
4/30/2021,113.4780268,Vicks formula 44 54ml,178,0,134.8355605
5/1/2021,117.4109274,Trosyd 3.5g,196,1,201.8600388
5/2/2021,114.9185084,Ph care cool 5ml,121,0,224.022825
5/3/2021,116.7780057,Safeguard 85g pink,202,0,79.50086874
5/4/2021,106.7676745,youngs sweet 50ml,134,0,27.51298113
5/5/2021,107.9751354,Palmolive green 15ml,89,0,56.98379064
5/6/2021,112.0805754,RDL papaya 75ml,4,0,106.7769472
5/7/2021,109.5580326,care diaper adult 8's medium,83,0,204.5036915
5/8/2021,114.2435023,Mupicin ont 5g,119,0,215.1826458
5/9/2021,116.4662981,Happy 10grams,93,0,1.738032633
5/10/2021,112.4778489,Hydrite plain,11,0,127.6868256
5/11/2021,105.9653024,Ventolin rotacap,188,0,104.3527508
5/12/2021,106.4168727,Tuseran forte,35,0,55.52695262
5/13/2021,105.0366637,Palmolive healthy shine 15ml,111,0,29.96634183
5/14/2021,111.9313921,UHP Glydolax 2.5G 12's,195,0,84.40379285
5/15/2021,112.9660646,Eskinol papaya 75ml,43,0,235.727426
5/16/2021,118.779616,Saridone,69,0,80.80073301
5/17/2021,111.3152098,Uni kojic acid 90g,96,0,129.6976554
5/18/2021,107.8038195,Uni kojic w/papaya 65g,101,0,175.7547397
5/19/2021,107.2727288,Allerkid 5mg 60ml,211,0,90.90740059
5/20/2021,104.0503662,Midol 200mg,125,0,242.9455207
5/21/2021,110.7750732,Lomotil 2mg,9,0,240.6118237
5/22/2021,116.7405178,RDL plain 75ml,135,0,62.94557396
5/23/2021,111.771728,Biogesic 120mg orange,176,0,124.3121265
5/24/2021,112.5438189,Goutsaph 500mcg,2,0,75.21957745
5/25/2021,108.2466938,care diaper adult 8's large,189,0,71.21012359
5/26/2021,106.4747442,Allerkid 5mg 60ml,211,0,9.221736839
5/27/2021,103.2902876,Eskinol papaya 135ml,16,0,152.3910835
5/28/2021,106.9182999,Dynatussin 120ml,49,0,125.6697558
5/29/2021,114.3964202,Tender care soap classic 80g,136,0,12.86968781
5/30/2021,114.7944968,Eskinol papaya 75ml,43,0,69.66161606
5/31/2021,111.8771849,Mupicin ont 5g,119,0,227.0664715
6/1/2021,107.6095782,Ascof 300mg 60ml,214,0,59.89047267
6/2/2021,102.7292023,Medicol 400mg,141,0,36.22371802
6/3/2021,105.3955467,Althea pills,15,0,122.3631901
6/4/2021,109.3012062,Uni kojic gluta 180g,10,0,246.4126135
6/5/2021,111.0689842,Mupicin ont 5g,119,0,60.51381788
6/6/2021,117.0668357,Master oil control clear 135ml,81,0,168.0338869
6/7/2021,111.4485437,Afficianado Fancy Red 55ml,113,0,190.4049038
6/8/2021,103.6489862,Natrasol 100mg,193,0,59.409386
6/9/2021,104.5078193,Disudrin 120ml,139,0,182.0540872
6/10/2021,102.0780043,RDL plain 250ml,174,0,91.94578318
6/11/2021,109.3767485,Gaviscon double action,36,0,158.0764576
6/12/2021,113.8939102,Risek 40mg,32,1,158.3824277
6/13/2021,110.7647948,Tiki tiki 60ml,124,0,133.943671
6/14/2021,111.4906729,Himox 250mg 60ml,199,0,22.57244251
6/15/2021,105.9126994,RDL avocado 75ml,71,0,208.8256239
6/16/2021,103.8872121,Sunsilk expert straight 15ml,165,0,80.19501624
6/17/2021,106.8625046,Uni kojic w/milk 90g,190,1,46.6296276
6/18/2021,106.3468633,Eskinol calamansi 75ml,61,0,10.19378539
6/19/2021,109.098156,Natrasol 100mg,193,0,147.7232358
6/20/2021,109.6502306,Eskinol calamansi 75ml,61,0,169.3910905
6/21/2021,106.9499343,Diatabs,53,0,4.146957232
6/22/2021,103.9454476,RDL kalamansi 150ml,133,0,128.0232646
6/23/2021,101.9331349,youngs garden 25ml,8,0,56.6239438
6/24/2021,102.625613,Plemex forte,104,0,161.2931976
6/25/2021,107.4912417,Creamsilk dry rescue 11ml,86,0,43.59160725
6/26/2021,109.6271412,Head&shoulder cool trio 12ml,210,0,172.7344345
6/27/2021,113.3284617,Betadine wound sol 15ml,146,0,96.68383658
6/28/2021,107.0413528,Disudrin 60ml,66,0,234.1824972
6/29/2021,108.526432,Althea pills,15,0,34.38023604
6/30/2021,101.4862935,Myra 400,137,0,85.26658776
7/1/2021,99.34008449,Catapres 75cg,208,0,28.36838031
7/2/2021,102.6756541,Arcoxia 120mg,47,0,231.1734046
7/3/2021,109.545398,Gaviscon double action,36,0,219.3348383
7/4/2021,108.9528918,Himox 250mg 60ml,199,0,64.48540693
7/5/2021,107.9765561,Dynatussin,91,0,164.9960115
7/6/2021,103.0102791,youngs sweet 50ml,134,0,204.3055501
7/7/2021,99.06718964,Kremil s pink,88,0,138.8002029
7/8/2021,98.33923601,Risek 40mg,32,0,132.4126446
7/9/2021,100.7670604,Eskinol papaya 135ml,16,0,60.46307273
7/10/2021,106.6679872,care diaper adult 8's medium,83,0,23.27569195
7/11/2021,110.0947831,Eskinol Calamansi 225ml,108,0,224.3039395
7/12/2021,105.9608705,Myra 400,137,0,225.1045143
7/13/2021,98.55876891,Ph care floracn 5ml,25,0,158.2753643
7/14/2021,98.54832095,Hydrite plain,11,0,84.75744776
7/15/2021,99.79559228,Natrasol 100mg,193,0,87.30239365
7/16/2021,101.024549,Ventolin rotacap,188,0,181.4889197
7/17/2021,106.867703,Eye mo blue,114,0,224.277565
7/18/2021,107.5017158,Natrasol 100mg,193,0,221.7716061
7/19/2021,102.2544816,Micropills,164,0,194.9688865
7/20/2021,100.7783346,Flanax forte 550mg,140,0,160.5079115
7/21/2021,98.34116238,Goutsaph 500mcg,2,0,21.03499125
7/22/2021,100.2141601,Lomotil 2mg,9,0,40.40717852
7/23/2021,103.9287773,Pharmaton essential,99,0,224.6385471
7/24/2021,102.8399743,RDL plain 150ml,209,0,151.6072649
7/25/2021,104.5511993,Hydrite plain,11,0,2.299262904
7/26/2021,104.6188724,Ascof 600mg,110,0,25.36788572
7/27/2021,100.1458761,RDL cucumber150ml,130,0,165.8754423
7/28/2021,97.31273144,Tiki tiki 15ml,18,0,1.265395962
7/29/2021,104.8243933,Eskinol papaya 75ml,43,0,40.20201285
7/30/2021,102.0419862,Master oil control clear 135ml,81,0,137.1834473
7/31/2021,106.9539622,Uromid 40mg,97,0,172.9737994
8/1/2021,107.4311812,Ph care cool 5ml,121,0,162.9903149
8/2/2021,103.9970448,Motillium,155,0,56.06732737
8/3/2021,97.60267714,Skelan 550mg,122,0,178.0448053
8/4/2021,96.92525316,Flanax forte 550mg,140,0,59.31227187
8/5/2021,94.70803907,Bigen C dark brown,95,0,81.34992454
8/6/2021,99.571718,Formet 500mg,77,0,186.6228513
8/7/2021,102.867952,Bigesic 250mg orange,200,0,162.4082248
8/8/2021,104.8537762,Centrum advance,94,0,212.3058526
8/9/2021,106.5017326,Vicks formula 44 100ml,68,0,164.4032231
8/10/2021,93.68843889,Bigen C dark brown,95,0,142.0771508
8/11/2021,95.98148318,Sinecod forte,17,0,23.41869196
8/12/2021,92.24209075,Neurogen,128,0,91.92895076
8/13/2021,98.32779627,RDL cucumber 250ml,167,0,66.30059192
8/14/2021,105.2556401,Tender care classic 50g,75,0,60.99741084
8/15/2021,104.0706821,Dolfenal 250mg,34,0,243.2526387
8/16/2021,98.98233004,Uni kojic w/milk 90g,190,0,98.27443117
8/17/2021,95.27134749,Cefalin 125mg 60ml,100,0,223.0116388
8/18/2021,95.26099304,Allerta 10mg,7,0,157.7846565
8/19/2021,93.31373656,Juicy S sprinkle(green) 125ml,56,0,198.7028259
8/20/2021,99.02589638,RDL plain 75ml,135,0,125.6592733
8/21/2021,102.5048287,Norvatrol 10mg,166,1,144.2259712
8/22/2021,101.9897451,Himox 125mg 60ml,120,0,123.1294235
8/23/2021,104.7916554,Safeguard 85g lemon,144,0,48.81074695
8/24/2021,97.35110624,Palmolive damage 15ml,172,0,180.6130288
8/25/2021,89.2484286,Revicon,57,0,70.19309061
8/26/2021,94.56013026,Disudrin 60ml,66,1,6.078991608
8/27/2021,96.6982216,Palmolive damage 15ml,172,0,161.368074
8/28/2021,103.5636537,Afficianado Fresh Pink 55ml,48,0,44.27766985
8/29/2021,101.1695114,Risek 40mg,32,0,235.1146461
8/30/2021,99.75261988,Juicy angle bliss(Pink) 125ml,82,0,238.4821443
8/31/2021,96.58849534,RDL avocado 150ml,42,0,228.7160976
9/1/2021,94.54260726,Eskinol papaya 75ml,43,0,92.53967506
9/2/2021,91.31634083,Buscopan venus,58,0,3.864154132
9/3/2021,96.90002627,RDL avocado 75ml,71,0,232.0796406
9/4/2021,100.4738409,Trust pills,151,0,107.0460371
9/5/2021,101.030732,H&S apple 12ml,70,0,241.6637048
9/6/2021,103.1139095,Midol 200mg,125,0,240.9049943
9/7/2021,96.00763534,Asmalin 60ml,37,0,213.2523639
9/8/2021,89.92688972,Uni kojic gluta 180g,10,0,73.61222302
9/9/2021,95.20878924,Biogesic 120mg orange,176,0,96.27443215
9/10/2021,101.4881996,Neurogen,128,0,212.7841679
9/11/2021,103.1823975,Sunsilk expert straight 15ml,165,0,79.23050129
9/12/2021,99.01140778,Xuric 40mg,132,0,42.37318667
9/13/2021,98.34645087,Uni kojic gluta 180g,10,0,139.2003156
9/14/2021,97.48270629,RDL plain 75ml,135,0,234.0386935
9/15/2021,90.80395252,Eskinol calamansi 75ml,61,0,174.0074492
9/16/2021,94.05088168,Flumuicil 600mg,62,0,142.5152925
9/17/2021,98.60299253,Uromid 40mg,97,0,24.29412344
9/18/2021,99.09321329,Ph care natpro 50ml,184,0,153.7518067
9/19/2021,101.7805787,Revicon,57,0,247.5134625
9/20/2021,92.70183895,Bigen A natural black,50,0,35.02100381
9/21/2021,92.78962889,Pharmaton essential,99,0,129.5824131
9/22/2021,91.62382756,Dynatussin 60ml,170,0,219.343268
9/23/2021,90.59758178,Ph care floracn 5ml,25,0,185.1921544
9/24/2021,100.26876,UHP Glydolax 2.5G 12's,195,0,174.2539352
9/25/2021,98.05738069,Vicks formula 44 54ml,178,0,175.621021
9/26/2021,101.0105685,Ph care floracn 5ml,25,0,89.8727878
9/27/2021,99.45737842,Tuseran forte,35,0,73.39796107
9/28/2021,97.7530204,Clovimed 312.5,173,0,202.3402889
9/29/2021,89.30989964,Flanax forte 550mg,140,0,202.5283487
9/30/2021,95.49276448,Tender care soap classic 80g,136,0,216.7680796
10/1/2021,97.11835326,youngs sweet 50ml,134,0,228.3101381
10/2/2021,99.06928297,Ph care delwhit 50ml,156,0,127.8355997
10/3/2021,102.9502083,Mucosolvan 30mg,24,0,125.3790737
10/4/2021,99.7500813,Nizoral cream 3.5g,29,0,199.5737947
10/5/2021,93.8468332,Palmolive anti dandruff 15ml,21,0,162.4909827
10/6/2021,92.51875127,Mupicin ont 5g,119,0,175.4917193
10/7/2021,92.61405836,Creamsilk hairfall 11ml,181,0,198.9481674
10/8/2021,97.56388508,Nestogen 1-3 135g,206,0,222.5013355
10/9/2021,102.6162227,Stresstab,63,0,84.49878921
10/10/2021,105.4783708,Allerta 10mg,7,0,93.89573816
10/11/2021,97.17731234,Eskinol derma C 135ml,152,0,23.49548496
10/12/2021,99.63492548,Afficianado Fancy Red 55ml,113,0,144.5700352
10/13/2021,88.81713227,Mucosolvan 75mg,185,0,8.985568449
10/14/2021,93.44379765,H&S apple 12ml,70,0,116.3995045
10/15/2021,98.89663506,Betadine wound sol 7.5ml,158,0,135.6611587
10/16/2021,102.2575037,young wet fantasy 25ml,145,0,71.63531303
10/17/2021,101.4848394,RDL avocado 150ml,42,0,147.7083151
10/18/2021,99.68087116,Hydrite apple,13,0,7.625062485
10/19/2021,94.8472225,Biogesic 500mg,72,0,9.337047187
10/20/2021,92.02705363,Betadine wound sol 15ml,146,0,205.6501402
10/21/2021,95.95106731,Trosyd 3.5g,196,0,90.04766035
10/22/2021,98.95845133,bench Atlantis 75ml,40,0,31.76512816
10/23/2021,100.8539434,Eye mo blue,114,0,130.560815
10/24/2021,105.0933965,Colgate regular 25ml,183,0,192.4983883
10/25/2021,101.2952754,Dolfenal 250mg,34,0,53.95525687
10/26/2021,98.06199273,Uni kojic gluta 90g,46,0,155.722619
10/27/2021,95.0874436,Allerkid 5mg 60ml,211,0,21.33686625
10/28/2021,93.23550401,Bearbrand 135g,73,0,12.92043029
10/29/2021,97.78478113,Eskinol Calamansi 225ml,108,0,132.8386579
10/30/2021,104.4140227,Bench B20 100ml,177,0,135.1587804
10/31/2021,105.2134128,Ph care floracn 50ml,129,0,159.3574754
11/1/2021,101.3559982,RDL cucumber 75ml,127,1,181.5228334
11/2/2021,97.4065393,Centrum advance,94,1,243.9630199
11/3/2021,97.13745866,Formet 500mg,77,0,129.0750871
11/4/2021,94.48245163,Diatabs,53,0,80.73911824
11/5/2021,100.7894209,Eskinol calamansi 75ml,61,0,198.7965487
11/6/2021,103.3229355,Cyfrox 500mg,197,0,67.70806282
11/7/2021,104.382812,Glumet xr 500mg,26,0,109.7428552
11/8/2021,104.4382835,Alaxan Fr,179,0,19.61409534
11/9/2021,99.68287598,Ph care cool 50ml,107,0,6.337685854
11/10/2021,97.08633628,Eskinol papaya 75ml,43,0,240.6621037
11/11/2021,99.17056354,Skelan 550mg,122,0,208.9950301
11/12/2021,100.6478577,Aspilet 80mg,157,0,173.9935515
11/13/2021,106.0182472,Althea pills,15,0,102.2382361
11/14/2021,105.140837,young garden 50ml,154,0,43.32358002
11/15/2021,103.8482088,Flumuicil 600mg,62,0,39.10926067
11/16/2021,98.74662325,Vicks vapo 25g,30,0,62.56072454
11/17/2021,96.64365991,Moticon 25mg,126,0,137.3066662
11/18/2021,98.75551631,Mucosolvan 75mg,185,0,178.6489807
11/19/2021,99.99000633,Creamsilk hairfall 11ml,181,0,165.0493442
11/20/2021,109.8744662,Vicks vapo 50g,105,0,69.98347424
11/21/2021,104.7991861,Bonamine 25mg,148,0,238.7163202
11/22/2021,101.8355919,Eskinol Calamansi 225ml,108,0,184.4742292
11/23/2021,102.4012056,Nestogen 2 135g,123,0,138.5885131
11/24/2021,99.12478368,Hydrite apple,13,0,152.9301866
11/25/2021,99.91867844,Vicks inhaler,54,0,104.9000156
11/26/2021,104.0015479,RDL plain 150ml,209,0,61.93274738
11/27/2021,106.7965025,Dove regular bar 135g,33,0,88.99316966
11/28/2021,106.1606304,Eye mo blue,114,0,189.4615276
11/29/2021,105.5718253,Flanax forte 550mg,140,0,3.598372157
11/30/2021,99.89894756,Decolgen forte,55,1,29.01816013
12/1/2021,100.6717328,Tender care classic 50g,75,0,11.50066051
12/2/2021,99.56781114,Bench atlantis 100ml,22,0,10.18220058
12/3/2021,102.2965026,Juicy dreamsicle(violet)125ml,44,0,213.865146
12/4/2021,107.3917149,Catapres 75cg,208,0,175.9144648
12/5/2021,110.0050375,Motillium,155,0,118.5434573
12/6/2021,105.5270386,Afficianado Fresh Pink 55ml,48,0,24.45854016
12/7/2021,100.853026,UHP Glydolax 2.5G 12's,195,0,122.9039688
12/8/2021,100.462673,Mucosolvan 75mg,185,1,118.3679427
12/9/2021,101.6149562,Flumuicil 600mg,62,0,43.30046748
12/10/2021,104.2056793,Skelan 550mg,122,0,108.4629123
12/11/2021,108.3731272,Flanax forte 550mg,140,0,99.6261836
12/12/2021,110.9323146,Vicks inhaler,54,0,153.9625245
12/13/2021,105.0553541,Hydrite plain,11,0,158.7734127
12/14/2021,100.9872387,Betadine wound sol 15ml,146,0,11.32600244
12/15/2021,99.85044143,Kremil s pink,88,0,93.65315366
12/16/2021,102.017157,Eskinol papaya 75ml,43,0,156.4649789
12/17/2021,107.167069,Bearbrand 135g,73,0,125.7840646
12/18/2021,113.5979255,RDL papaya 75ml,4,0,214.1224603
12/19/2021,113.5215236,Stresstab,63,0,164.6734079
12/20/2021,108.9752731,bench eight 75ml,20,0,40.73360677
12/21/2021,105.1130548,Mupicin ont 5g,119,0,17.64218685
12/22/2021,100.6361398,Eskinol derma C 135ml,152,0,160.6048196
12/23/2021,103.7654941,Revicon,57,0,6.627827635
12/24/2021,107.3306576,Ph care natpro 50ml,184,1,146.4438953
12/25/2021,112.6592732,Glucophage 500mg,85,1,235.0575604
12/26/2021,111.5219163,Cyfrox 500mg,197,0,143.8685445
12/27/2021,111.7072159,care diaper adult 8's medium,83,0,97.04248155
12/28/2021,109.5927836,Nestogen 1-3 135g,206,0,160.8220546
12/29/2021,103.8023887,Eskinol Calamansi 135ml,87,0,114.5632226
12/30/2021,105.9867917,Bigen A natural black,50,1,136.4041973
12/31/2021,110.6708927,Betadine wound sol 15ml,146,1,235.3662022
1/1/2022,112.5954513,Happy 10grams,93,0,96.52565945
1/2/2022,115.0096895,Creamsilk black 11ml,59,0,240.297641
1/3/2022,112.0795475,Skelan 550mg,122,0,226.3376605
1/4/2022,108.1088546,Arcoxia 120mg,47,0,48.9477837
1/5/2022,103.8600861,Rexidol,142,0,17.34032522
1/6/2022,106.6182284,Formet 500mg,77,0,25.19450034
1/7/2022,111.6717276,youngs garden 25ml,8,0,4.555456413
1/8/2022,117.6842356,Sunsilk damage 15ml,98,0,23.61074019
1/9/2022,117.862676,Trosyd 3.5g,196,0,170.7516934
1/10/2022,117.7415755,Cefalin 125mg 60ml,100,0,17.79716212
1/11/2022,107.7575178,Juicy icylicioys(blue)125ml,168,0,79.74390757
1/12/2022,108.5269655,Asmalin 60ml,37,0,211.2188277
1/13/2022,108.3092648,Medicol 200mg,109,0,5.817983934
1/14/2022,116.4255108,Revicon,57,0,203.6171206
1/15/2022,114.5319748,Sunsilk smooth&mgn 15ml,67,0,70.46369369
1/16/2022,115.6274117,Mydoxy 100mg,116,0,29.54120691
1/17/2022,113.5948944,UHP Glydolax 1.9G 12's,79,0,174.1842913
1/18/2022,106.3982901,Palmolive healthy shine 15ml,111,0,157.2357117
1/19/2022,107.0797351,Allerkid 5mg 60ml,211,0,219.3680034
1/20/2022,107.7679429,Bench clay doh 25g,92,0,183.767761
1/21/2022,113.6846821,J&J active 100ml,212,0,200.8702326
1/22/2022,118.1640926,Ventolin rotacap,188,0,70.50864314
1/23/2022,122.3848852,Tuseran forte,35,0,44.35988594
1/24/2022,118.0135555,Zebet 80mg,182,0,187.6536879
1/25/2022,110.8043055,Neurogen,128,0,201.7086848
1/26/2022,107.6391153,young wet fantasy 50ml,203,0,247.6262855
1/27/2022,111.5670816,Sunsilk smooth&mgn 15ml,67,0,103.1544192
1/28/2022,112.0324683,Creamsilk hairfall 11ml,181,0,93.00452145
1/29/2022,122.4242154,care diaper adult 8's large,189,0,194.1032402
1/30/2022,122.2634925,Buscopan venus,58,0,85.20088506
1/31/2022,116.4374537,bench Eight 100ml,213,0,232.6893314
2/1/2022,109.7856491,J&J strong&healthy 100ml,147,0,214.603188
2/2/2022,113.3878852,Uni kojic acid 135g,51,0,107.2485068
2/3/2022,111.5884351,Gaviscon sachet,143,0,187.7177669
2/4/2022,118.3726027,Alaxan Fr,179,0,188.6357185
2/5/2022,116.7859332,Flumuicil 600mg,62,0,25.78096721
2/6/2022,119.9085023,Vicks vapo 50g,105,0,225.6382267
2/7/2022,118.5777796,Ascof 300mg 60ml,214,0,126.3130931
2/8/2022,114.4859143,Arcoxia 120mg,47,0,206.6143665
2/9/2022,110.9482966,Claritin 10mg,60,0,80.01240026
2/10/2022,114.2194616,Himox 125mg 60ml,120,0,223.8808071
2/11/2022,114.9056475,Safeguard 85g pink,202,0,97.30041968
2/12/2022,120.8213339,Uni kojic acid 135g,51,0,2.70941287
2/13/2022,122.4662528,Mupicin ont 5g,119,0,226.3454941
2/14/2022,120.7014064,Uni kojic gluta 180g,10,0,22.8216692
2/15/2022,116.9069732,Plemex forte,104,0,79.8284094
